"年","月","日","時","分","縣市","區","死","受傷","2-30","天候","光線","道路類別","速限","道路型態","事故位置","路面鋪裝","路面狀態","路面缺陷","障礙物","視距","號誌種類","號誌動作","分向設施","快車道或一般車道間","快慢車道間","路面邊線","事故類型及型態","主要肇因","受傷程度","主要傷處","保護裝備","行動電話","當事者區分(類別)","車輛用途","當事者行動狀態","駕駛資格情形","駕駛執照種類","飲酒情形","車輛撞擊部位最初","車輛撞擊部位其他","肇事因素個別","肇事因素主要","肇事逃逸","職業","旅次目的","車種","GPS座標(緯度)","GPS座標(經度)","事故類別"
"2019","8","1","16","43","臺中市","南區","0","1","0","8","1","5","50","4","1","1","5","4","5","7","2","1","10","5","5","2","18","23","2","9","1","1","C03","7","9","1","10","2","12","","23","23","1","21","8","C03","24.114175","120.666727","2"
"2019","8","1","17","2","臺中市","沙鹿區","0","0","0","8","","","50","","","","","","","","","","","","","","","26","","","","","B12","","","1","","2","","","26","26","","","","B12","24.244955","120.562291","3"
"2019","8","1","17","6","臺中市","西區","0","1","0","7","1","5","50","14","9","1","5","4","5","7","4","4","5","4","5","2","17","42","3","10","1","1","B03","7","15","1","8","2","2","","42","42","1","5","5","B03","24.132838","120.661665","2"
"2019","8","1","17","13","臺中市","南區","0","0","0","8","","","50","","","","","","","","","","","","","","","16","","","","","B03","","","3","","2","","","16","16","1","5","","B03","24.116561","120.656833","3"
"2019","8","1","17","20","臺中市","沙鹿區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B12","","","1","","2","","","12","","1","3","","B12","24.244178","120.56261","3"
"2019","8","1","17","21","臺中市","神岡區","0","0","0","8","","","50","","","","","","","","","","","","","","","17","","","","","B03","","","1","","2","","","17","17","1","22","","B03","24.260389","120.707248","3"
"2019","8","1","17","24","臺中市","西屯區","0","1","0","8","1","5","50","3","2","1","5","4","5","7","1","1","5","4","4","2","13","23","2","9","1","1","C03","7","9","1","10","2","14","","23","23","1","22","8","C03","24.173334","120.648242","2"
"2019","8","1","17","25","臺中市","梧棲區","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","A31","","","1","","2","","","7","","1","10","","A31","24.223339","120.524222","3"
"2019","8","1","17","30","臺中市","北屯區","0","2","0","8","2","5","50","14","9","1","5","4","5","7","4","4","10","5","5","2","16","6","2","7","1","1","C03","7","5","1","10","2","12","","6","6","1","3","8","C03","24.1891","120.6803","2"
"2019","8","1","17","32","臺中市","北區","0","1","0","8","","","50","","","","","","","","","","","","","","","","","","","","","","","7","","11","","","43","","1","","","","24.149316","120.680991","3"
"2019","8","1","17","33","臺中市","北屯區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","3","","2","","","26","","1","","","B03","24.172489","120.68346","3"
"2019","8","1","17","33","臺中市","沙鹿區","0","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","12","","1","21","","B03","24.222957","120.559785","3"
"2019","8","1","17","43","臺中市","潭子區","0","0","0","8","","","60","","","","","","","","","","","","","","","","","","","","C03","","","1","","2","","","23","","1","22","","C03","24.21596","120.688002","3"
"2019","8","1","17","44","臺中市","神岡區","0","2","0","8","1","5","40","4","1","1","5","4","5","7","3","1","10","5","5","1","16","6","2","8","1","1","C03","7","9","1","10","2","12","","6","6","1","21","1","C03","24.250541","120.64648","2"
"2019","8","1","17","46","臺中市","北屯區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","16","","1","4","","B03","24.1804","120.7226","3"
"2019","8","1","17","48","臺中市","南屯區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","44","","1","22","","B03","24.14683","120.650816","3"
"2019","8","1","17","57","臺中市","西屯區","0","2","0","8","1","5","40","3","1","1","5","4","5","7","4","4","10","5","5","2","16","6","2","9","1","1","C03","7","5","1","10","2","11","","6","6","1","22","8","C03","24.175648","120.613178","2"
"2019","8","1","18","7","臺中市","北屯區","0","2","0","8","2","5","50","4","1","1","5","4","5","7","4","4","10","5","5","2","15","6","2","9","1","1","C03","7","9","1","10","2","14","","6","6","1","21","8","C03","24.175446","120.677518","2"
"2019","8","1","18","11","臺中市","西區","0","1","0","8","1","5","50","4","1","1","5","4","5","7","1","1","10","5","5","2","17","43","3","10","1","1","C03","7","9","2","18","2","15","","43","43","1","5","8","C03","24.132115","120.667116","2"
"2019","8","1","18","12","臺中市","北區","0","2","0","8","3","5","50","4","1","1","5","4","5","7","4","4","10","5","5","2","15","13","2","9","1","1","C03","7","9","1","10","2","12","","13","13","1","5","4","C03","24.15396","120.666317","2"
"2019","8","1","18","16","臺中市","西屯區","0","1","0","8","1","5","50","14","7","1","5","4","5","7","4","4","10","4","5","2","13","42","3","10","3","4","B03","7","9","1","8","9","1","5","42","42","2","22","9","B03","24.200759","120.661989","2"
"2019","8","1","18","18","臺中市","沙鹿區","0","2","0","8","2","5","50","4","7","1","5","4","5","7","1","1","4","5","4","2","16","26","2","9","1","1","C03","7","5","1","10","2","14","","26","26","1","5","5","C03","24.224474","120.576663","2"
"2019","8","1","18","20","臺中市","烏日區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","C03","","","1","","2","","","16","","1","21","","C03","24.094455","120.652621","4"
"2019","8","1","18","21","臺中市","西屯區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","C03","","","1","","2","","","42","","1","21","","C03","24.180091","120.631433","3"
"2019","8","1","18","34","臺中市","西區","0","2","0","8","2","5","50","3","1","1","5","4","5","7","1","1","10","5","5","2","16","8","2","9","1","1","C03","7","5","1","10","2","12","","8","8","1","5","5","C03","24.136642","120.661665","2"
"2019","8","1","18","40","臺中市","大里區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B12","","","1","","2","","","9","","1","21","","B12","24.111191","120.694721","3"
"2019","8","1","18","40","臺中市","沙鹿區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","42","","1","3","","B03","24.20197","120.569277","3"
"2019","8","1","18","52","臺中市","梧棲區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","6","","1","9","","B03","24.25885","120.55634","3"
"2019","8","1","18","53","臺中市","北屯區","0","2","0","8","2","5","40","14","9","1","5","4","5","7","4","4","10","5","5","2","13","16","2","8","1","1","C03","7","9","4","11","2","11","","16","16","1","4","8","C03","24.1648","120.6936","2"
"2019","8","1","19","0","臺中市","南區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","","","","8","","10","","","67","","","","","","24.128219","120.674395","3"
"2019","8","1","19","3","臺中市","太平區","0","2","0","8","3","5","50","3","1","1","5","4","5","7","4","4","10","5","5","2","16","6","2","9","4","1","F01","7","5","8","20","2","16","","6","6","1","21","8","F01","24.158164","120.710275","2"
"2019","8","1","19","7","臺中市","清水區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","C03","","","1","","2","","","19","","1","12","","C03","24.268405","120.566411","3"
"2019","8","1","19","8","臺中市","沙鹿區","0","1","0","7","3","5","40","14","8","1","5","4","5","7","4","4","3","4","3","1","13","23","2","8","1","1","C03","7","9","1","10","2","11","","23","23","1","22","9","C03","24.236499","120.569733","2"
"2019","8","1","19","19","臺中市","北區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","6","","","22","","B03","24.15558","120.69229","3"
"2019","8","1","19","19","臺中市","大里區","0","2","0","8","1","5","50","14","9","1","5","4","5","7","4","4","5","5","5","1","17","23","2","9","1","1","C03","7","9","3","18","2","11","","23","23","1","18","8","C03","24.090555","120.696443","2"
"2019","8","1","19","20","臺中市","西屯區","0","0","0","8","","","50","","","","","","","","","","","","","","12","16","","","","","B03","","","1","","2","2","","16","16","1","22","","B03","24.197273","120.657023","3"
"2019","8","1","19","20","臺中市","大雅區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B01","","","1","","2","","","12","","1","","","B01","24.226928","120.649297","3"
"2019","8","1","19","33","臺中市","西屯區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B02","","","1","","2","","","23","","1","","","B02","24.155756","120.608937","3"
"2019","8","1","19","34","臺中市","北區","0","2","0","8","3","5","50","4","1","1","5","4","5","7","2","1","10","5","5","2","17","8","2","9","1","1","C03","7","5","1","10","2","11","","8","8","1","22","8","C03","24.146241","120.686036","2"
"2019","8","1","19","45","臺中市","沙鹿區","0","0","0","8","","","60","","","","","","","","","","","","","","","16","","","","","B03","","","1","","11","","","16","16","","","","B03","24.238331","120.567953","3"
"2019","8","1","19","47","臺中市","東勢區","0","1","0","8","3","5","50","3","9","1","5","4","5","7","1","1","8","1","5","1","16","23","3","10","1","1","B03","7","6","1","8","2","15","","23","23","1","22","9","B03","24.258363","120.824021","2"
"2019","8","1","20","1","臺中市","北屯區","0","1","0","8","3","5","50","4","1","1","5","4","5","7","1","1","10","5","5","2","16","9","3","10","1","1","B03","7","6","1","8","2","2","","9","9","1","21","8","B03","24.194285","120.68209","2"
"2019","8","1","20","5","臺中市","南區","0","0","0","8","","","50","","","","","","","","","","","","","","","19","","","","","A11","","","1","","2","","","26","19","1","5","","A11","24.122142","120.652562","3"
"2019","8","1","20","16","臺中市","北屯區","0","1","0","8","3","5","50","14","9","1","5","4","5","7","4","4","1","2","5","2","17","42","2","9","1","1","C03","7","9","1","10","2","12","","42","42","1","22","8","C03","24.1731","120.6984","2"
"2019","8","1","20","45","臺中市","潭子區","0","1","0","8","3","5","50","3","1","1","5","4","5","7","1","1","5","4","5","1","17","19","3","10","1","1","B03","7","1","1","8","2","1","","19","19","1","22","9","B03","24.218649","120.723723","2"
"2019","8","1","21","10","臺中市","后里區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","F03","","","1","","2","","","23","","1","22","","F03","24.317039","120.724582","3"
"2019","8","1","21","10","臺中市","大甲區","0","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","17","","1","22","","B03","24.340098","120.619594","3"
"2019","8","1","21","11","臺中市","西屯區","0","1","0","8","3","5","50","4","1","1","5","4","5","7","2","1","10","5","5","2","17","42","2","9","3","4","C03","7","6","1","10","2","11","","42","42","1","22","8","C03","24.166024","120.651857","2"
"2019","8","1","21","15","臺中市","西屯區","0","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","12","","1","22","","B03","24.190723","120.594741","3"
"2019","8","1","21","15","臺中市","大甲區","0","0","0","8","3","5","60","5","2","1","5","4","5","7","1","1","8","3","5","","13","16","","","","","B12","","","1","","2","","","23","16","1","","","B12","24.355765","120.632431","3"
"2019","8","1","21","35","臺中市","沙鹿區","0","0","0","8","","","60","","","","","","","","","","","","","","","","","","","","A11","","","1","","2","","","42","","1","10","","A11","24.250116","120.590325","3"
"2019","8","1","21","36","臺中市","大甲區","0","1","0","8","3","5","50","14","9","1","5","4","5","7","4","4","5","4","5","2","13","23","2","9","1","1","C03","7","9","1","10","2","11","","23","23","1","22","8","C03","24.351237","120.615141","2"
"2019","8","1","21","42","臺中市","沙鹿區","0","0","0","8","","","50","","","","","","","","","","","","","","","23","","","","","B03","","","6","","7","","","23","23","2","","","B03","24.249603","120.563191","3"
"2019","8","1","21","57","臺中市","北屯區","0","0","0","","3","5","50","4","1","1","5","4","5","7","4","4","10","3","5","2","16","6","3","10","1","1","B03","7","9","1","8","2","5","","6","6","1","21","8","B03","24.185818","120.70114","3"
"2019","8","1","22","18","臺中市","太平區","0","0","0","8","","","50","","","","","","","","","","","","","","","6","","","","","B03","","","1","","2","","","6","6","1","22","","B03","24.134864","120.71591","3"
"2019","8","1","22","23","臺中市","南屯區","0","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","12","","1","8","","B03","24.133881","120.608478","3"
"2019","8","1","22","32","臺中市","烏日區","0","0","0","8","1","5","40","4","2","1","5","4","5","7","1","1","4","5","5","1","16","12","3","10","1","1","B03","7","2","1","8","2","7","","12","12","1","21","8","B03","24.106261","120.62583","3"
"2019","8","1","22","54","臺中市","西屯區","0","1","0","8","3","5","40","14","8","1","5","4","5","7","4","4","3","4","4","2","16","17","3","10","1","1","C03","7","8","1","10","2","12","","17","17","1","21","8","C03","24.163356","120.644681","2"
"2019","8","1","23","7","臺中市","東勢區","0","1","0","8","1","5","50","4","1","1","5","4","5","7","1","1","5","5","5","2","16","25","3","10","1","1","B03","7","5","1","8","2","8","","25","25","1","22","8","B03","24.255726","120.829017","2"
"2019","8","1","23","50","臺中市","東區","0","2","0","8","3","5","50","4","1","1","5","4","5","7","1","1","10","5","5","2","15","25","2","9","1","1","C03","7","9","1","10","2","11","","25","25","1","22","8","C03","24.14022","120.701498","2"
